#image,n_patches,2nd_largest_patch,patch_50+_pix,n_features,mean_patch_size,largest_patch
outputs/tmp_0405_median.npy,30,44,1,2148,5.64285714286,276364
outputs/tmp_0406_median.npy,28,16,1,2454,2.65384615385,276310
outputs/tmp_0407_median.npy,30,67,2,1738,7.96428571429,277345
outputs/tmp_0408_median.npy,36,28,1,2153,4.35294117647,276181
outputs/tmp_0409_median.npy,40,41,1,2246,3.15789473684,274191
outputs/tmp_0410_median.npy,31,60,2,1797,7.13793103448,277248
outputs/tmp_0411_median.npy,30,109,3,1677,9.17857142857,277514
outputs/tmp_0412_median.npy,38,162,3,1949,7.22222222222,276062
outputs/tmp_0413_median.npy,42,44,1,2139,3.3,274449
outputs/tmp_0414_median.npy,27,151,3,1835,11.0,277467
outputs/tmp_0415_median.npy,30,235,2,1752,10.3214285714,277788
outputs/tmp_0416_median.npy,32,168,3,1582,10.3333333333,276860
outputs/tmp_0417_median.npy,28,156,4,1250,16.8461538462,277692
outputs/tmp_0418_median.npy,28,1779,3,993,78.2692307692,274702
outputs/tmp_0419_median.npy,19,1536,4,258,128.941176471,275724
outputs/tmp_0420_median.npy,28,1185,6,551,95.4615384615,272439
outputs/tmp_0421_median.npy,20,4274,5,69,284.222222222,269626
outputs/tmp_0422_median.npy,30,578,7,90,55.9642857143,273674
outputs/tmp_0423_median.npy,26,467,8,48,65.5416666667,273664
outputs/tmp_0424_median.npy,33,1532,7,103,79.7741935484,271171
outputs/tmp_0425_median.npy,36,1064,7,133,74.4705882353,270860
outputs/tmp_0426_median.npy,28,2053,8,76,128.807692308,269336
outputs/tmp_0427_median.npy,34,479,8,104,65.78125,269862
outputs/tmp_0428_median.npy,24,2713,5,54,189.772727273,269589
outputs/tmp_0429_median.npy,29,1017,6,58,122.37037037,270408
outputs/tmp_0430_median.npy,36,2703,6,78,93.2941176471,272833
outputs/tmp_0431_median.npy,43,950,7,274,49.9512195122,271838
outputs/tmp_0432_median.npy,44,1763,3,140,53.5238095238,274085
outputs/tmp_0433_median.npy,37,994,6,127,60.2285714286,273147
outputs/tmp_0434_median.npy,51,591,7,349,31.1632653061,271909
outputs/tmp_0435_median.npy,45,420,6,183,35.8604651163,272130
outputs/tmp_0436_median.npy,49,1129,6,160,40.5531914894,272365
outputs/tmp_0437_median.npy,35,737,7,106,47.303030303,272660
outputs/tmp_0438_median.npy,46,775,8,118,43.8409090909,271828
outputs/tmp_0439_median.npy,57,1297,5,201,39.2545454545,270315
outputs/tmp_0440_median.npy,51,1757,5,139,46.3673469388,273324
outputs/tmp_0441_median.npy,55,892,8,223,32.5849056604,272059
outputs/tmp_0442_median.npy,47,2197,6,150,65.0888888889,270710
outputs/tmp_0443_median.npy,50,785,7,157,35.4583333333,271518
outputs/tmp_0444_median.npy,27,1205,5,72,82.4,274456
outputs/tmp_0445_median.npy,34,1225,8,92,71.75,272725
outputs/tmp_0446_median.npy,37,1421,6,133,62.8857142857,271761
outputs/tmp_0447_median.npy,41,782,6,269,40.9230769231,272699
outputs/tmp_0448_median.npy,47,445,7,414,28.2888888889,272900
outputs/tmp_0449_median.npy,47,1380,7,428,48.3555555556,271343
outputs/tmp_0450_median.npy,56,1136,5,544,34.3333333333,271520
outputs/tmp_0451_median.npy,54,352,8,432,25.4423076923,270674
outputs/tmp_0452_median.npy,44,811,8,323,56.3095238095,270136
outputs/tmp_0453_median.npy,54,225,5,617,16.0384615385,272982
outputs/tmp_0454_median.npy,37,402,5,517,34.7714285714,274734
outputs/tmp_0455_median.npy,43,324,5,544,21.8780487805,274759
outputs/tmp_0456_median.npy,36,3685,4,242,119.176470588,270838
outputs/tmp_0457_median.npy,40,978,7,176,60.1315789474,271228
outputs/tmp_0458_median.npy,42,458,7,206,51.575,269079
outputs/tmp_0459_median.npy,44,480,9,163,44.2380952381,269839
outputs/tmp_0460_median.npy,39,690,9,116,58.4864864865,268812
outputs/tmp_0461_median.npy,41,1172,7,135,61.9743589744,268690
outputs/tmp_0462_median.npy,40,1305,6,118,60.4473684211,271173
outputs/tmp_0463_median.npy,43,1123,7,181,56.7073170732,270716
outputs/tmp_0464_median.npy,45,487,5,169,24.023255814,273613
outputs/tmp_0465_median.npy,35,847,6,155,59.5454545455,272495
outputs/tmp_0466_median.npy,51,228,9,206,21.1632653061,272080
outputs/tmp_0467_median.npy,54,310,4,210,16.8269230769,272572
outputs/tmp_0468_median.npy,67,1305,5,439,30.1076923077,270147
outputs/tmp_0469_median.npy,57,1043,5,362,29.1272727273,270677
outputs/tmp_0470_median.npy,65,424,7,311,20.0,270389
outputs/tmp_0471_median.npy,51,515,8,281,28.8367346939,272228
outputs/tmp_0472_median.npy,53,404,4,376,23.3137254902,273560
outputs/tmp_0473_median.npy,43,484,7,234,33.7073170732,274350
outputs/tmp_0474_median.npy,60,528,6,397,20.8448275862,271455
outputs/tmp_0475_median.npy,53,2074,5,392,56.9411764706,268868
outputs/tmp_0476_median.npy,43,320,7,245,29.5609756098,272690
outputs/tmp_0477_median.npy,47,256,7,326,21.2888888889,273195
outputs/tmp_0478_median.npy,59,1043,5,508,28.7192982456,271865
outputs/tmp_0479_median.npy,56,981,5,528,32.2222222222,270917
outputs/tmp_0480_median.npy,57,2293,5,430,60.3636363636,268560
outputs/tmp_0481_median.npy,44,1984,9,328,73.9523809524,269171
outputs/tmp_0482_median.npy,47,455,8,423,33.4222222222,270295
outputs/tmp_0483_median.npy,39,4450,6,203,140.810810811,267037
outputs/tmp_0484_median.npy,59,475,5,471,23.6315789474,270510
outputs/tmp_0485_median.npy,47,842,6,359,36.8666666667,272837
outputs/tmp_0486_median.npy,49,1147,6,503,41.9574468085,271762
outputs/tmp_0487_median.npy,48,931,5,461,42.5217391304,271617
outputs/tmp_0488_median.npy,52,218,4,1063,15.2,273096
outputs/tmp_0489_median.npy,36,788,6,397,55.3823529412,272979
outputs/tmp_0490_median.npy,42,1026,8,531,46.775,271321
outputs/tmp_0491_median.npy,42,540,8,374,36.1,272069
outputs/tmp_0492_median.npy,34,673,5,582,52.15625,271964
outputs/tmp_0493_median.npy,38,847,5,930,43.0833333333,273796
outputs/tmp_0494_median.npy,35,176,8,489,23.8787878788,275295
outputs/tmp_0495_median.npy,29,946,7,237,70.5185185185,273276
outputs/tmp_0496_median.npy,27,526,3,570,33.48,277374
outputs/tmp_0497_median.npy,22,1092,5,225,84.75,276304
outputs/tmp_0498_median.npy,23,1361,5,127,89.3333333333,275704
outputs/tmp_0499_median.npy,29,346,4,821,27.2592592593,277142
outputs/tmp_0500_median.npy,28,738,5,716,56.1923076923,275492
outputs/tmp_0501_median.npy,33,199,3,1113,13.6774193548,276955
outputs/tmp_0502_median.npy,31,512,3,1402,22.7931034483,276496
outputs/tmp_0503_median.npy,38,783,4,710,33.9722222222,275429
outputs/tmp_0504_median.npy,30,1156,5,896,55.9642857143,275252
outputs/tmp_0505_median.npy,24,295,7,224,45.7272727273,276102
outputs/tmp_0506_median.npy,22,408,3,240,42.45,278489
outputs/tmp_0507_median.npy,30,1193,7,184,74.6785714286,274122
outputs/tmp_0508_median.npy,29,325,4,325,26.3333333333,277317
outputs/tmp_0509_median.npy,26,595,6,317,57.125,275468
outputs/tmp_0510_median.npy,19,890,3,88,85.4705882353,277214
outputs/tmp_0511_median.npy,20,841,5,123,80.1666666667,276752
outputs/tmp_0512_median.npy,20,1173,4,119,83.5,277570
outputs/tmp_0513_median.npy,25,1204,4,236,71.1304347826,276438
outputs/tmp_0514_median.npy,21,1714,6,115,117.894736842,274549
outputs/tmp_0515_median.npy,23,1186,3,502,65.8095238095,276869
outputs/tmp_0516_median.npy,41,576,3,1683,23.2307692308,274264
outputs/tmp_0517_median.npy,20,340,4,58,35.2777777778,279050
outputs/tmp_0518_median.npy,24,118,8,137,29.5,277422
outputs/tmp_0519_median.npy,18,293,6,81,63.8125,277688
outputs/tmp_0520_median.npy,27,247,5,862,29.16,277348
outputs/tmp_0521_median.npy,23,97,3,410,12.9047619048,279499
outputs/tmp_0522_median.npy,25,457,5,434,60.5652173913,275611
outputs/tmp_0523_median.npy,29,252,3,1934,14.3703703704,276812
outputs/tmp_0524_median.npy,33,150,2,2271,7.32258064516,275381
outputs/tmp_0525_median.npy,32,161,2,1845,9.26666666667,277119
outputs/tmp_0526_median.npy,30,227,2,2077,10.3214285714,276438
outputs/tmp_0527_median.npy,48,30,1,1975,2.34782608696,273370
outputs/tmp_0528_median.npy,31,285,2,2240,11.0689655172,275363
outputs/tmp_0529_median.npy,31,171,4,1870,11.7931034483,276497
outputs/tmp_0530_median.npy,22,400,4,547,31.2,278333
outputs/tmp_0531_median.npy,18,384,4,218,46.75,278364
outputs/tmp_0532_median.npy,12,1432,4,37,182.9,276166
outputs/tmp_0533_median.npy,16,1567,3,55,127.071428571,277543
outputs/tmp_0534_median.npy,16,495,4,47,71.4285714286,278699
outputs/tmp_0535_median.npy,29,267,3,839,19.3333333333,276909
outputs/tmp_0536_median.npy,12,3541,3,23,369.2,273806
outputs/tmp_0537_median.npy,17,607,5,41,82.9333333333,276715
outputs/tmp_0538_median.npy,9,2533,3,9,378.0,276088
outputs/tmp_0539_median.npy,14,807,4,36,136.75,277185
outputs/tmp_0540_median.npy,24,554,3,524,36.5909090909,278026
outputs/tmp_0541_median.npy,14,1536,3,38,162.583333333,277081
outputs/tmp_0542_median.npy,10,427,3,17,92.125,279049
outputs/tmp_0543_median.npy,19,365,4,373,37.0,279065
outputs/tmp_0544_median.npy,31,95,3,1048,8.72413793103,278359
outputs/tmp_0545_median.npy,34,1324,3,591,47.125,276333
outputs/tmp_0546_median.npy,28,609,4,1188,34.8846153846,276221
outputs/tmp_0547_median.npy,32,1717,3,732,65.4666666667,275231
outputs/tmp_0548_median.npy,29,245,3,1667,17.9259259259,277087
outputs/tmp_0549_median.npy,30,1065,3,1503,45.2142857143,275668
outputs/tmp_0550_median.npy,41,268,2,1671,10.9743589744,276307
outputs/tmp_0551_median.npy,24,1556,2,1368,76.4545454545,275311
outputs/tmp_0552_median.npy,29,452,3,1588,34.8148148148,275597
outputs/tmp_0553_median.npy,27,97,2,1871,6.16,278087
outputs/tmp_0554_median.npy,34,59,2,2276,5.3125,275737
outputs/tmp_0555_median.npy,32,169,3,1075,13.8666666667,278058
outputs/tmp_0556_median.npy,40,424,3,1470,16.6578947368,275898
outputs/tmp_0557_median.npy,31,701,4,1404,33.3793103448,276104
outputs/tmp_0558_median.npy,32,99,4,2181,9.63333333333,276011
outputs/tmp_0559_median.npy,33,53,2,1939,5.54838709677,277003
outputs/tmp_0560_median.npy,36,276,2,2026,10.9411764706,275756
outputs/tmp_0561_median.npy,33,344,4,2011,16.1290322581,275609
outputs/tmp_0562_median.npy,31,42,1,2086,4.72413793103,276873
outputs/tmp_0563_median.npy,32,44,1,2200,4.03333333333,276148
outputs/tmp_0564_median.npy,29,57,2,1824,7.22222222222,277627
outputs/tmp_0565_median.npy,30,50,2,2056,6.10714285714,276866
outputs/tmp_0566_median.npy,30,28,1,2175,3.78571428571,276705
outputs/tmp_0567_median.npy,29,68,2,1864,5.88888888889,277653
outputs/tmp_0568_median.npy,31,21,1,2027,2.79310344828,277030
outputs/tmp_0569_median.npy,25,76,3,1708,9.39130434783,278122
outputs/tmp_0570_median.npy,33,140,2,1980,7.16129032258,276597
outputs/tmp_0571_median.npy,27,139,2,1621,8.0,277956
outputs/tmp_0572_median.npy,29,110,3,2318,8.25925925926,275871
outputs/tmp_0573_median.npy,33,85,3,2121,7.32258064516,275892
outputs/tmp_0574_median.npy,36,53,2,2114,4.55882352941,276095
outputs/tmp_0575_median.npy,48,293,3,2057,10.9565217391,272901
outputs/tmp_0576_median.npy,38,1079,3,1204,40.0,274223
outputs/tmp_0577_median.npy,10,1190,3,48,228.5,277173
outputs/tmp_0578_median.npy,13,1656,3,68,163.363636364,277670
outputs/tmp_0579_median.npy,35,111,2,1852,7.54545454545,276472
outputs/tmp_0580_median.npy,44,27,1,2232,3.30952380952,274946
outputs/tmp_0581_median.npy,38,41,1,2037,5.05555555556,275823
outputs/tmp_0582_median.npy,36,324,2,1779,14.0,276188
outputs/tmp_0583_median.npy,27,1550,3,867,66.8,275805
outputs/tmp_0584_median.npy,33,70,2,1841,5.29032258065,276596
outputs/tmp_0585_median.npy,17,1476,3,413,108.066666667,277308
outputs/tmp_0586_median.npy,23,658,4,551,46.9047619048,277811
outputs/tmp_0587_median.npy,28,438,5,1073,28.1538461538,277161
outputs/tmp_0588_median.npy,28,206,5,822,22.3076923077,277658
outputs/tmp_0589_median.npy,32,138,3,1645,11.4666666667,276615
outputs/tmp_0590_median.npy,40,212,2,1644,9.68421052632,276627
outputs/tmp_0591_median.npy,45,60,3,2081,5.3488372093,274455
outputs/tmp_0592_median.npy,45,247,3,2166,9.67441860465,274295
outputs/tmp_0593_median.npy,21,666,3,289,48.5263157895,278620
outputs/tmp_0594_median.npy,39,363,3,2133,20.027027027,273636
outputs/tmp_0595_median.npy,24,769,2,266,40.3636363636,277934
outputs/tmp_0596_median.npy,22,835,2,823,47.85,277545
outputs/tmp_0597_median.npy,42,256,4,1505,13.15,276057
outputs/tmp_0598_median.npy,50,790,2,1829,19.3333333333,272741
outputs/tmp_0599_median.npy,42,63,2,1677,4.325,275209
outputs/tmp_0600_median.npy,38,382,4,1470,23.0,274892
outputs/tmp_0601_median.npy,44,384,3,1665,16.3571428571,273891
outputs/tmp_0602_median.npy,46,726,4,864,36.5,272544
outputs/tmp_0603_median.npy,23,4099,4,334,211.476190476,271255
outputs/tmp_0604_median.npy,39,953,5,365,40.5945945946,273868
outputs/tmp_0605_median.npy,43,780,5,416,45.8780487805,272669
outputs/tmp_0606_median.npy,35,2337,6,156,112.545454545,269844
outputs/tmp_0607_median.npy,43,316,7,193,33.7317073171,272833
outputs/tmp_0608_median.npy,45,565,8,192,40.3255813953,272080
outputs/tmp_0609_median.npy,38,288,6,273,30.6388888889,274965
outputs/tmp_0610_median.npy,52,421,5,402,22.42,273464
outputs/tmp_0611_median.npy,48,149,7,324,19.0652173913,273487
outputs/tmp_0612_median.npy,32,1127,7,141,90.1,269506
outputs/tmp_0613_median.npy,55,1374,5,238,39.641509434,270074
outputs/tmp_0614_median.npy,47,454,9,162,35.5333333333,269670
outputs/tmp_0615_median.npy,50,487,3,294,20.375,273653
outputs/tmp_0616_median.npy,46,410,6,367,29.8409090909,272660
outputs/tmp_0617_median.npy,51,565,6,340,28.5510204082,271887
outputs/tmp_0618_median.npy,44,242,7,372,28.2380952381,273044
outputs/tmp_0619_median.npy,49,631,7,366,32.7872340426,271547
outputs/tmp_0620_median.npy,48,142,4,237,11.847826087,275965
outputs/tmp_0621_median.npy,49,2753,5,335,67.4255319149,271431
outputs/tmp_0622_median.npy,53,545,6,321,28.8039215686,272186
outputs/tmp_0623_median.npy,40,1882,7,184,92.3684210526,269128
outputs/tmp_0624_median.npy,51,433,7,379,25.4081632653,273072
outputs/tmp_0625_median.npy,58,1150,5,255,42.9107142857,270788
outputs/tmp_0626_median.npy,44,2188,6,168,84.6666666667,269036
outputs/tmp_0627_median.npy,40,3648,5,109,132.684210526,267559
outputs/tmp_0628_median.npy,62,509,5,546,17.6,273286
outputs/tmp_0629_median.npy,54,219,5,368,15.9230769231,273072
outputs/tmp_0630_median.npy,51,2256,6,159,74.7755102041,266678
outputs/tmp_0631_median.npy,57,592,5,344,27.1818181818,272186
outputs/tmp_0632_median.npy,56,768,5,315,28.6851851852,272909
outputs/tmp_0633_median.npy,63,547,6,350,23.5245901639,271470
outputs/tmp_0634_median.npy,40,1233,7,226,76.1052631579,268462
outputs/tmp_0635_median.npy,41,4931,5,217,148.487179487,266731
outputs/tmp_0636_median.npy,53,1279,6,257,44.9607843137,271127
outputs/tmp_0637_median.npy,70,222,6,480,12.0882352941,272115
outputs/tmp_0638_median.npy,48,1276,7,234,46.2173913043,270019
outputs/tmp_0639_median.npy,53,998,5,266,37.8431372549,270971
outputs/tmp_0640_median.npy,39,1214,6,253,90.4594594595,267480
outputs/tmp_0641_median.npy,47,295,9,349,35.2888888889,271166
outputs/tmp_0642_median.npy,50,729,9,214,38.625,269738
outputs/tmp_0643_median.npy,30,1413,6,143,85.6071428571,272055
outputs/tmp_0644_median.npy,53,782,7,425,30.2745098039,271433
outputs/tmp_0645_median.npy,49,2520,4,431,70.8936170213,269618
outputs/tmp_0646_median.npy,47,569,9,359,35.1111111111,270296
outputs/tmp_0647_median.npy,55,1009,7,387,37.8490566038,269801
outputs/tmp_0648_median.npy,49,1150,8,764,42.085106383,270344
outputs/tmp_0649_median.npy,52,1376,7,582,56.1,268892
outputs/tmp_0650_median.npy,44,1357,7,495,71.3095238095,269566
outputs/tmp_0651_median.npy,52,1256,3,687,38.12,272482
outputs/tmp_0652_median.npy,45,408,5,810,22.511627907,273476
outputs/tmp_0653_median.npy,44,905,6,364,43.7857142857,272671
outputs/tmp_0654_median.npy,44,281,7,558,26.5476190476,273040
outputs/tmp_0655_median.npy,40,336,7,431,26.0,272694
outputs/tmp_0656_median.npy,36,1120,6,276,52.9411764706,275015
outputs/tmp_0657_median.npy,44,921,4,576,35.4761904762,274099
outputs/tmp_0658_median.npy,53,666,6,498,27.4901960784,272470
outputs/tmp_0659_median.npy,61,227,6,548,15.6271186441,271687
outputs/tmp_0660_median.npy,48,1259,4,559,46.4130434783,271644
outputs/tmp_0661_median.npy,61,875,4,525,23.4745762712,271682
outputs/tmp_0662_median.npy,45,1208,5,416,65.8372093023,270673
outputs/tmp_0663_median.npy,69,690,6,589,17.8507462687,271096
outputs/tmp_0664_median.npy,46,830,8,223,51.1590909091,270968
outputs/tmp_0665_median.npy,37,773,4,131,46.4,274323
outputs/tmp_0666_median.npy,20,3504,5,47,222.388888889,271988
outputs/tmp_0667_median.npy,34,1532,8,90,72.1875,273145
outputs/tmp_0668_median.npy,34,887,5,138,43.96875,274790
outputs/tmp_0669_median.npy,24,1427,5,70,105.136363636,274502
outputs/tmp_0670_median.npy,21,1210,8,36,111.526315789,272061
outputs/tmp_0671_median.npy,27,1306,6,52,79.36,274116
outputs/tmp_0672_median.npy,22,1656,5,41,154.35,272514
outputs/tmp_0673_median.npy,25,2365,6,45,144.826086957,270910
outputs/tmp_0674_median.npy,34,2724,7,64,114.4375,270619
outputs/tmp_0675_median.npy,26,2562,6,250,160.791666667,270572
outputs/tmp_0676_median.npy,24,689,5,133,56.4545454545,276306
outputs/tmp_0677_median.npy,40,251,6,211,18.1842105263,276833
outputs/tmp_0678_median.npy,27,788,5,272,71.52,275681
outputs/tmp_0679_median.npy,31,76,4,916,13.0689655172,277593
outputs/tmp_0680_median.npy,34,109,3,1862,11.0625,276156
outputs/tmp_0681_median.npy,53,44,1,1885,2.96078431373,274204
outputs/tmp_0682_median.npy,39,129,3,1666,9.62162162162,276515
outputs/tmp_0683_median.npy,34,101,2,1762,8.34375,276794
outputs/tmp_0684_median.npy,35,58,2,1876,7.57575757576,276224
outputs/tmp_0685_median.npy,40,736,2,2067,22.2631578947,273942
outputs/tmp_0686_median.npy,38,30,1,2325,3.97222222222,275126
outputs/tmp_0687_median.npy,35,20,1,2286,3.84848484848,275842
outputs/tmp_0688_median.npy,42,76,2,2059,4.45,275390
outputs/tmp_0689_median.npy,38,231,2,1965,10.1388888889,275900
outputs/tmp_0690_median.npy,31,555,3,1255,25.1724137931,276804
outputs/tmp_0691_median.npy,38,49,1,1741,5.94444444444,276343
outputs/tmp_0692_median.npy,24,859,3,636,50.9090909091,277224
outputs/tmp_0693_median.npy,50,89,3,1600,5.8125,274145
outputs/tmp_0694_median.npy,22,998,5,129,106.7,274973
outputs/tmp_0695_median.npy,34,2142,5,768,85.3125,272116
outputs/tmp_0696_median.npy,16,2050,3,27,208.0,273343
outputs/tmp_0697_median.npy,18,1575,4,43,167.75,273088
outputs/tmp_0698_median.npy,26,1644,6,77,90.125,274475
outputs/tmp_0699_median.npy,21,1314,4,66,100.368421053,274182
outputs/tmp_0700_median.npy,26,1001,7,57,105.0,272742
outputs/tmp_0701_median.npy,23,1376,6,43,125.0,271690
outputs/tmp_0702_median.npy,26,578,6,69,80.3333333333,272685
outputs/tmp_0703_median.npy,27,1125,4,48,117.0,271758
outputs/tmp_0704_median.npy,15,1661,5,36,201.230769231,272209
outputs/tmp_0705_median.npy,26,1619,5,217,87.2916666667,274413
outputs/tmp_0706_median.npy,25,1154,4,90,76.7391304348,275111
outputs/tmp_0707_median.npy,18,1780,3,39,128.3125,276315
outputs/tmp_0708_median.npy,10,1824,5,19,262.125,276470
outputs/tmp_0709_median.npy,23,163,4,202,21.5238095238,279508
outputs/tmp_0710_median.npy,20,283,3,86,35.1666666667,279171
outputs/tmp_0711_median.npy,17,506,4,104,66.8,278622
outputs/tmp_0712_median.npy,30,406,4,526,29.25,277327
outputs/tmp_0713_median.npy,25,574,4,377,52.2173913043,276920
outputs/tmp_0714_median.npy,18,464,6,61,93.375,276014
outputs/tmp_0715_median.npy,25,5160,4,92,244.173913043,268857
outputs/tmp_0716_median.npy,26,597,5,66,55.7083333333,274546
outputs/tmp_0717_median.npy,29,1136,5,52,71.4814814815,273786
outputs/tmp_0718_median.npy,36,1210,6,72,64.9411764706,272619
outputs/tmp_0719_median.npy,48,670,6,104,37.9130434783,272647
outputs/tmp_0720_median.npy,29,837,8,53,68.4444444444,272479
outputs/tmp_0721_median.npy,30,538,8,68,58.5,273049
outputs/tmp_0722_median.npy,39,381,7,78,30.8108108108,272127
outputs/tmp_0723_median.npy,43,1676,9,86,72.8536585366,269149
outputs/tmp_0724_median.npy,38,687,8,106,45.5555555556,271486
outputs/tmp_0725_median.npy,45,295,5,117,24.8837209302,273265
outputs/tmp_0726_median.npy,47,295,6,115,25.7555555556,272020
outputs/tmp_0727_median.npy,46,425,7,127,33.9318181818,271855
outputs/tmp_0728_median.npy,46,1149,4,147,58.9545454545,271267
outputs/tmp_0729_median.npy,38,1216,4,130,77.8333333333,271420
outputs/tmp_0730_median.npy,45,2660,7,149,76.6511627907,270761
outputs/tmp_0731_median.npy,32,2286,6,124,135.9,269640
outputs/tmp_0732_median.npy,36,1475,6,147,95.6176470588,270129
outputs/tmp_0733_median.npy,47,1151,7,159,60.6666666667,269561
outputs/tmp_0734_median.npy,41,1989,5,130,94.5641025641,269545
outputs/tmp_0735_median.npy,36,3201,5,112,110.647058824,270596
outputs/tmp_0736_median.npy,31,1834,6,69,123.24137931,268057
outputs/tmp_0737_median.npy,41,176,6,124,22.2564102564,272742
outputs/tmp_0738_median.npy,29,1083,7,95,66.0,274293
outputs/tmp_0739_median.npy,31,1408,6,75,69.3793103448,273919
outputs/tmp_0740_median.npy,22,1757,6,28,121.65,273404
outputs/tmp_0741_median.npy,26,501,8,54,68.9166666667,274431
outputs/tmp_0742_median.npy,36,229,6,149,26.5,275769
outputs/tmp_0743_median.npy,35,825,6,626,50.8787878788,273624
outputs/tmp_0744_median.npy,22,488,8,84,75.0,275288
outputs/tmp_0745_median.npy,44,514,3,836,23.2142857143,274433
outputs/tmp_0746_median.npy,28,455,8,105,52.8076923077,274531
outputs/tmp_0747_median.npy,23,320,7,78,60.8095238095,274816
outputs/tmp_0748_median.npy,56,577,3,1709,13.6296296296,272203
outputs/tmp_0749_median.npy,19,578,4,47,91.2941176471,276002
outputs/tmp_0750_median.npy,15,3318,5,24,294.538461538,272260
outputs/tmp_0751_median.npy,22,2604,4,42,169.25,272452
outputs/tmp_0752_median.npy,21,520,6,185,93.4736842105,274446
outputs/tmp_0753_median.npy,59,588,2,1331,13.1403508772,271886
outputs/tmp_0754_median.npy,26,787,5,57,62.7083333333,274169
