,X,img130,img131,img132,img133,img134,img135,img136,img137,img138,img139,img140,img141,img142,img143,img144,img145,img146,img147,img148,img149,img150,img151,img152,img153,img154,img155,img156,img157,img158,img159
0,0.67578125,6.24776122001,6.56448532701,6.24323132876,6.24323703405,6.24373731996,6.66279040255,6.22162650771,6.54446592395,6.54925211261,6.55927410466,6.24729700735,6.24083094913,6.62309901919,6.56227549233,6.54906055077,6.56109362832,6.55541297566,6.55512771499,6.54246776452,6.54774185524,6.54929490201,6.24257074467,6.66061687284,6.47131929375,6.55256772066,6.2351386695,6.54250151415,6.66126156734,6.53095233521,6.5013606977
1,2.02734375,6.25936783405,5.97589021823,6.26120099229,6.26111792113,6.26241050622,5.75627239598,6.24771653963,6.15123374794,5.98864500465,5.98493531344,6.26724238354,6.26261623262,5.84647566832,5.98215721577,5.98606150771,5.98052875463,5.98511332786,6.13903390795,6.14906723704,5.98987856076,6.1459170414,6.2673350863,5.76826801645,6.1608186468,5.99371435444,6.26578917791,5.99769823042,5.76947776353,6.01458983554,6.1680502895
2,3.37890625,5.97840970548,5.59406532492,5.98389588993,5.98406937512,0.0,5.12799192667,5.98451741222,5.47518723965,5.62858202043,5.76252702177,0.0,5.98750315047,5.34206917921,5.599603637,5.62717119988,5.7567958019,5.7698431303,5.42263743566,5.30621694529,5.63317242847,5.2774510519,5.98966023932,5.14406957256,5.46015635484,5.62465330535,5.99453182676,5.64411545661,5.0618180072,5.83346840921,5.57667414337
3,4.73046875,0.0,5.22493686968,5.62058469827,0.0,5.98464700911,4.1456935239,5.64576210443,4.68789443519,5.28388216125,4.89996815933,5.98549832658,5.62418305302,5.05692770834,5.38896395745,5.28301839282,4.89271775774,4.92876955342,4.79870587812,5.1851822184,5.28109930224,5.13156734144,0.0,4.1711997168,5.46798674588,5.26101292883,5.62690160996,5.47223996066,4.43765545142,5.00354238546,5.11996153924
4,6.08203125,5.61495202644,5.0558597643,5.27033871911,5.62220780391,5.61927494467,3.55738688206,5.32321496176,4.59783773395,4.96647026373,4.75248636476,5.61019688152,5.2684562775,4.50792330349,4.5617213616,4.97099736557,4.57419337408,4.79782131136,4.04064189154,4.65459041695,4.96444820792,4.37315116712,5.61405627447,3.621799224,5.12996365627,4.92412415319,0.0,4.68529378139,3.83013938743,4.70779152471,4.54004151845
5,7.43359375,5.26829006278,4.25606798269,4.94966318465,5.27036668399,0.0,3.10414555055,5.03573383797,4.06766588197,4.66724743161,3.98290411779,0.0,4.94030227314,4.27202736124,4.23243700922,4.68163011869,4.43616264704,4.04198450149,3.97095093435,3.97579930968,4.66432224724,4.2782504423,5.24582100612,3.2232362731,4.61252956112,4.60278682603,5.26502312024,4.40380661055,3.26974637313,4.61297448075,4.63791980826
6,8.78515625,0.0,3.9454193426,4.64447797947,0.0,5.26326907082,2.39794000867,4.77982728413,3.55990662504,4.38275525605,3.85388065012,5.24416327371,4.62999030894,4.20436420462,4.10455539124,4.4021237624,3.67089495352,3.97991241033,3.53313628828,3.96689229587,4.38990995177,3.55473137668,0.0,2.51454775266,4.73866166599,4.31056587228,4.9273960298,4.13171487847,2.74429298312,3.90417436828,4.41284678851
7,10.13671875,4.95415564186,3.63848925695,4.35479968526,4.94596070358,4.93796399318,1.92941892571,4.5470975149,2.9159272117,4.10329047156,3.06595298031,4.90310084422,0.0,3.80023578933,3.32797162362,4.14050804304,3.40773072803,3.28307497474,3.20844135644,3.60873991907,4.3161171835,3.57147590368,4.90860295939,2.27646180417,4.26019068327,4.0078330927,4.60760512376,4.0595634179,2.25042000231,3.85260196934,4.23393479673
8,11.48828125,4.65950737176,3.51864552433,4.06996393785,4.64366976946,0.0,1.97772360529,4.3290926472,2.93196611473,3.81264601623,2.95856388322,0.0,4.33122478102,3.65079303965,3.1095785469,3.88127050393,3.32592595577,3.29314148345,2.98000337158,3.039017322,3.62889956442,2.9934362305,4.59446989874,2.16136800223,4.4245059564,3.71197585435,0.0,3.38471174294,1.9731278536,3.22530928173,4.06400848653
9,12.83984375,0.0,2.78318869108,3.79629674005,0.0,4.63453772458,1.59106460703,4.12723441916,2.58433122437,3.74795530691,2.2552725051,4.58356147948,4.04355874691,3.49066065336,3.01577875639,3.63978521299,2.67942789661,2.71933128698,2.58994960133,3.16524432613,3.4012281675,3.05192391605,0.0,1.59106460703,4.24204423937,3.62293896921,4.30500723751,3.14332712999,1.83250891271,2.98091193778,3.66996736991
10,14.19140625,4.38340241049,2.50920252233,3.51054501021,4.35743931631,4.34086036206,1.6232492904,3.93841964579,2.01283722471,3.04178731897,2.00860017176,4.28014568135,3.74741180789,3.50392680419,2.39967372148,3.39689644914,2.55266821611,2.86451108106,2.71516735785,2.875639937,3.17347764345,2.8260748027,4.29393681389,1.51851393988,3.81418098104,2.88138465677,4.00268431299,2.97451169274,1.53147891704,3.07077646284,3.87535069658
11,15.54296875,4.10574855553,2.25042000231,3.26646689544,4.06494442604,0.0,1.23044892138,3.77488176582,2.13672056716,2.81424759573,2.06445798923,0.0,3.46508528756,3.12319807503,2.25767857487,3.17347764345,2.69196510277,2.46389298899,2.61278385672,2.33445375115,3.00432137378,2.45024910832,3.99458108126,1.55630250077,3.98470729448,2.64048143697,3.71916549409,2.96094619573,1.44715803134,2.55266821611,3.76275356493
12,16.89453125,0.0,2.2833012287,0.0,0.0,4.06870521969,1.23044892138,0.0,1.94939000664,2.61172330801,1.67209785794,3.97271184055,3.17405980773,2.9642596302,2.37474834601,3.22036963245,2.34830486305,2.62736585659,2.45024910832,2.60205999133,2.89486965675,2.56937390962,0.0,1.39794000867,3.83714634391,2.36735592103,0.0,2.34439227369,1.2552725051,2.62221402297,3.64610952198
13,18.24609375,3.83771466828,1.7923916895,3.02284061088,3.77778918743,0.0,1.17609125906,3.62889956442,1.68124123738,2.40654018043,1.63346845558,0.0,2.94939000664,2.98766626493,2.07188200731,2.65705585286,2.21484384805,2.14921911266,2.05690485134,2.3909351071,2.76417613239,2.26007138799,3.70620554188,1.27875360095,3.40874860618,2.23044892138,3.43854234879,2.06069784035,1.43136376416,2.18184358794,3.54580175716
14,19.59765625,3.58972625625,1.57978359662,2.76641284711,3.50772097669,3.77901897191,1.04139268516,3.50691072555,1.20411998266,2.23299611039,1.20411998266,3.67879143437,0.0,2.62736585659,1.88081359228,2.48287358361,2.43775056282,2.43616264704,2.27875360095,1.86332286012,2.91062440489,2.60852603358,3.41614103117,1.20411998266,3.61961500574,2.04532297879,3.16672605558,2.09691001301,1.47712125472,1.98677173427,3.14612803568
15,20.94921875,0.0,1.41497334797,2.60638136511,0.0,3.5124175486,1.0,3.35218251811,1.68124123738,2.11394335231,1.04139268516,3.38898878512,2.75127910398,2.55990662504,1.84509804001,2.37106786227,2.00432137378,2.09691001301,2.19033169817,2.06069784035,2.50920252233,2.17609125906,0.0,0.602059991328,3.23779499327,1.88081359228,2.9253120915,2.14921911266,1.23044892138,2.10720996965,3.37511468469
16,22.30078125,3.35774432518,1.14612803568,2.34044411484,3.24353410183,0.0,1.38021124171,3.23019337887,1.57978359662,2.03342375549,0.0,0.0,2.57170883181,2.65705585286,2.12385164097,2.25285303098,2.04532297879,2.30963016743,2.02938377769,1.81291335664,2.40993312333,2.5921767574,3.18241465243,0.845098040014,3.41879829059,1.81291335664,2.68484536164,1.57978359662,1.20411998266,1.59106460703,3.27485032002
17,23.65234375,3.12872228434,1.50514997832,2.24551266781,3.00689370795,3.26078666865,1.07918124605,3.17289469775,1.07918124605,1.7923916895,0.903089986992,3.11660774399,2.30102999566,2.26481782301,1.7075701761,2.10037054512,2.34044411484,1.88649072517,2.02118929907,1.38021124171,2.24551266781,2.21748394421,2.94596070358,0.845098040014,3.27600198996,1.61278385672,0.0,1.56820172407,1.43136376416,1.89209460269,3.16790781
18,25.00390625,0.0,1.04139268516,2.02938377769,2.73158876519,3.04571405894,1.23044892138,3.04178731897,1.23044892138,2.0170333393,0.0,2.83250891271,2.1303337685,2.16731733475,1.44715803134,1.94448267215,2.02530586526,2.24797326636,1.77085201164,1.32221929473,2.29885307641,2.52374646681,0.0,0.845098040014,2.8543060418,1.81954393554,2.41995574849,1.69019608003,1.14612803568,1.41497334797,3.03261876085
19,26.35546875,2.8981764835,0.602059991328,1.86923171973,0.0,0.0,0.903089986992,2.96094619573,1.11394335231,1.6232492904,0.698970004336,0.0,2.02530586526,2.0,1.97772360529,1.91381385238,2.07188200731,1.88649072517,1.92941892571,1.23044892138,2.22530928173,2.18184358794,2.76715586608,0.903089986992,3.07481644065,1.07918124605,2.24303804869,1.47712125472,0.954242509439,1.34242268082,2.63948648927
20,27.70703125,2.76863810125,0.698970004336,1.75587485567,2.58319877397,2.77305469336,1.0,2.8597385662,1.17609125906,1.61278385672,0.602059991328,2.59769518593,1.77815125038,2.17897694729,1.6232492904,1.76342799356,2.35024801833,2.20139712432,1.89209460269,1.0,2.10380372096,2.49692964807,2.56110138365,0.47712125472,2.93701610746,1.07918124605,2.04921802267,0.954242509439,0.47712125472,1.4623979979,2.90417436828
21,29.05859375,0.0,1.17609125906,1.71600334363,2.3242824553,2.56702636616,1.04139268516,2.74663419894,0.0,1.14612803568,0.698970004336,2.40654018043,0.0,2.02118929907,1.57978359662,1.53147891704,1.94448267215,1.77085201164,1.94939000664,1.17609125906,2.34242268082,2.48572142648,0.0,0.301029995664,2.53781909507,1.34242268082,0.0,1.07918124605,0.845098040014,1.0,2.74585519517
