image,n_patches,largest_patch,patch_50+_pix,n_features,mean_patch_size,sdx_largest,sdy_largest,sdx_2nd_largest,sdy_2nd_largest,center_X_largest,center_Y_largest,center_X_2largest,center_Y_2largest
outputs/tmp_0005_mindif.npy,15,1,1,2596,1.0,1.2797480619406367,1.2453996981544784,1.1248582677159731,1.9535420473110487,74.928571428571431,519.85714285714289,200.85714285714286,155.42857142857142
outputs/tmp_0006_mindif.npy,12,14,1,2562,2.7000000000000002,1.7738894197410924,1.9364916731037085,1.1627728997214077,1.1627728997214075,77.178571428571431,480.5,129.07142857142858,79.928571428571431
outputs/tmp_0007_mindif.npy,29,2,1,2208,1.1851851851851851,5.2209228010380055,1.3490805630031555,6.5942683445549894,0.48412291827592713,118.21212121212122,148.75757575757575,256.625,786.875
outputs/tmp_0008_mindif.npy,11,20,1,2717,3.5555555555555554,1.7912141461977757,2.3872172595431671,0.89044899252232501,1.2686478848054341,76.939393939393938,494.42424242424244,80.230769230769226,347.07692307692309
outputs/tmp_0009_mindif.npy,13,22,1,2554,4.0909090909090908,2.4425342443805462,1.8986613531215695,1.7514874630819752,1.8888378261071894,130.65217391304347,74.217391304347828,75.375,501.625
outputs/tmp_0010_mindif.npy,19,5,1,2520,1.3529411764705883,1.1836560592784826,1.771690968789108,0.69425820833015373,2.2905321207356781,130.625,74.166666666666671,237.21052631578948,442.26315789473682
outputs/tmp_0011_mindif.npy,30,68,2,1848,3.6785714285714284,9.2049317884908426,1.0462227777064097,5.65194165260439,0.79494933451412153,226.5,63.355769230769234,260.0,371.58333333333331
outputs/tmp_0012_mindif.npy,21,16,1,2265,2.4210526315789473,1.0488304292652117,4.8486369442651505,1.3994201266763782,3.2238703867481258,271.531914893617,996.74468085106378,137.09677419354838,4.161290322580645
outputs/tmp_0013_mindif.npy,16,263,2,2203,21.214285714285715,6.3603104790306526,5.1679039906166695,1.6050939320215016,2.1972153062549005,126.43288590604027,31.285234899328859,132.37142857142857,77.028571428571425
outputs/tmp_0014_mindif.npy,17,7,1,2393,1.8,3.6090871704742225,0.68044853154491602,3.1758727620062985,0.9571310115353231,208.21428571428572,903.53571428571433,188.9047619047619,593.80952380952385
outputs/tmp_0015_mindif.npy,14,22,1,2347,2.75,2.0294117647058822,1.4093115942012868,1.3202482931462383,1.3743685418725535,126.61764705882354,77.882352941176464,197.08333333333334,734.33333333333337
outputs/tmp_0016_mindif.npy,13,6,1,2571,1.6363636363636365,1.2587642887475157,1.8932742893268366,1.1665962221617769,1.5876744185038689,127.68421052631579,79.315789473684205,126.15384615384616,95.307692307692307
outputs/tmp_0017_mindif.npy,10,2,1,2749,1.125,0.69999999999999996,1.6763054614240209,0.94339811320566036,1.1000000000000001,34.899999999999999,376.69999999999999,133.09999999999999,156.69999999999999
outputs/tmp_0018_mindif.npy,14,3,1,2409,1.5,0.71779903668346612,2.345503153174441,1.2854352375751958,0.98226460284385697,173.10526315789474,782.84210526315792,133.1875,71.6875
outputs/tmp_0019_mindif.npy,14,6,1,2627,1.5,4.136855497500755,0.61378440998371586,3.3406231924013023,0.26646935501059654,114.21052631578948,287.21052631578948,160.61538461538461,236.92307692307693
outputs/tmp_0020_mindif.npy,10,17,1,2707,3.25,1.7245106261959728,1.9883060046621555,1.1000000000000001,0.74833147735478822,129.37037037037038,75.518518518518519,202.30000000000001,903.20000000000005
outputs/tmp_0021_mindif.npy,11,5,1,2813,1.4444444444444444,1.2205719636167902,0.93949617414042175,1.0657403385139377,0.7370277311900888,133.71428571428572,71.214285714285708,214.55555555555554,17.111111111111111
