image,n_patches,largest_patch,patch_50+_pix,n_features,mean_patch_size,std_patch_size,mean_displ_X,mean_displ_Y,std_displ_X,std_displ_Y
outputs/tmp_0005_median.npy,24,31.0,0,1628,2.0620393120393121,2.6225180180908803,0.1684081130915796,0.49784880147510768,0.66634570492526746,258.41830277031568
outputs/tmp_0006_median.npy,16,19.0,0,1678,1.5995232419547081,1.5398712890258486,0.16338700059630293,0.46034585569469261,0.62872264383495646,291.0261528686072
outputs/tmp_0007_median.npy,32,50.0,1,2033,2.6064928676832269,3.7121723370532735,0.13484251968503938,0.38976377952755842,1.4074026786298826,239.05975223191555
outputs/tmp_0008_median.npy,16,63.0,1,1622,1.5967940813810111,2.2247768739483131,0.16903146206045652,0.42751388032078924,0.64208643616825212,292.17977546765485
outputs/tmp_0009_median.npy,26,57.0,1,1539,1.9428200129954516,2.8209473753174361,0.17815344603381014,0.46358907672301752,0.68749719510734919,270.34326220941961
outputs/tmp_0010_median.npy,31,39.0,0,1621,2.7267119062307219,3.7779134570709738,0.16913580246913582,0.52098765432098793,0.86551720937155796,234.38640021876853
outputs/tmp_0011_median.npy,33,107.0,2,1829,2.9075997813012577,4.7344683981566238,0.14989059080962802,0.46663019693654217,1.5312597451117231,215.38939057116374
outputs/tmp_0012_median.npy,34,50.0,1,1680,2.6422619047619049,4.1664761436032993,0.14532459797498512,0.20369267421083972,0.77864713079481307,255.75210571971448
outputs/tmp_0013_median.npy,21,282.0,2,1613,2.1506509609423436,7.4321227613179319,0.1685277088502895,0.54538875103391216,0.98437172920819738,277.94829154100904
outputs/tmp_0014_median.npy,25,40.0,0,1755,2.4438746438746439,3.1946555844682476,0.15621436716077536,0.44811858608893956,1.0891895021853117,252.86725946317614
outputs/tmp_0015_median.npy,23,37.0,0,1845,1.9170731707317072,2.260574332270278,0.14859002169197397,0.36822125813448986,0.70561123787984514,259.83096979821488
outputs/tmp_0016_median.npy,14,32.0,0,1607,1.4735532047293092,1.4046385090595961,0.17061021170610211,0.31320049813200457,0.60955075002109416,276.37570411084516
outputs/tmp_0017_median.npy,13,16.0,0,1672,1.4617224880382775,1.2059338534398472,0.16397366846199879,0.37462597247157409,0.59999770869431868,297.76369883822912
outputs/tmp_0018_median.npy,21,24.0,0,1639,1.9182428309945088,2.1780205144606395,0.16666666666666666,0.43650793650793757,0.64349472761398974,275.30312942163391
outputs/tmp_0019_median.npy,17,27.0,0,1598,1.7127659574468086,1.7919231204573456,0.17094552285535378,0.53600500939261164,0.87497448491784025,293.19882040602079
outputs/tmp_0020_median.npy,15,36.0,0,1529,1.4512753433616743,1.5022590386315078,0.1793193717277487,0.57428010471204127,0.56949058524711238,300.96044967633162
outputs/tmp_0021_median.npy,12,17.0,0,1551,1.4777562862669245,1.3629013387757591,0.17677419354838711,0.18290322580645127,0.6232916837865311,288.4943811525053
outputs/tmp_0022_median.npy,13,22.0,0,1687,1.5536455245998815,1.4127237625163143,0.16251482799525505,0.51779359430604932,0.67651489010073151,285.04042290692962
outputs/tmp_0023_median.npy,21,27.0,0,1614,1.9089219330855018,2.3450244625515184,0.16955982641041537,0.29944203347799103,0.6194152251768803,280.55233951551406
outputs/tmp_0024_median.npy,18,45.0,0,1649,1.769557307459066,2.1623650912021666,0.16626213592233011,0.57281553398058138,0.72081974029835272,259.9170258816003
outputs/tmp_0025_median.npy,16,23.0,0,1479,1.4929006085192698,1.5931045329800735,0.18538565629228687,0.62381596752368029,0.60523009339150313,291.37296174320073
outputs/tmp_0026_median.npy,14,18.0,0,1576,1.4314720812182742,1.303694229932628,0.17396825396825397,0.53619047619047588,0.54406781040605945,290.39780438384133
outputs/tmp_0027_median.npy,16,26.0,0,1546,1.5530401034928849,1.751390264895285,0.17734627831715211,0.55404530744336555,0.61550820492161173,294.59795626205448
outputs/tmp_0028_median.npy,16,28.0,0,1541,1.5866320571057755,1.7791212167649342,0.17792207792207793,0.50454545454545496,0.84549033020450071,288.84755383542677
outputs/tmp_0029_median.npy,22,169.0,1,1400,1.8807142857142858,4.9754453702812445,0.1958541815582559,0.66261615439599775,0.69689661936918867,295.57884859116257
outputs/tmp_0030_median.npy,15,138.0,1,1493,1.4789015405224379,3.8163277199763894,0.1836461126005362,0.55160857908847105,0.71516296439931559,300.10299942781421
outputs/tmp_0031_median.npy,17,158.0,2,1399,1.6290207290922087,4.7150741307956539,0.19563662374821172,0.60944206008583679,0.75185927786903772,298.91769514777536
outputs/tmp_0032_median.npy,25,65.0,2,1577,2.0367786937222574,3.3634111338260868,0.17385786802030456,0.49365482233502533,0.70632467519424535,277.93865899187881
outputs/tmp_0033_median.npy,18,59.0,1,1391,1.5823148813803019,2.788020608179453,0.19712230215827339,0.36978417266187019,0.69939905044250805,311.72642635789396
outputs/tmp_0034_median.npy,18,56.0,1,1451,1.6492074431426602,2.1813770062486904,0.1889655172413793,0.13724137931034577,0.58588053973782594,305.4520271009448
outputs/tmp_0035_median.npy,17,37.0,0,1430,1.5167832167832167,1.8054109043164157,0.19174247725682295,0.53324002799160242,0.70931191125258186,288.91859391368729
outputs/tmp_0036_median.npy,45,63.0,6,1459,4.6065798492117889,6.9869248704713982,0.18655692729766804,0.52263374485596747,1.0514763946669021,255.83040128525752
outputs/tmp_0037_median.npy,18,32.0,0,1514,1.6321003963011889,1.8414858025134202,0.18109715796430931,0.44216787838730959,0.70314729850889068,296.65019281810879
outputs/tmp_0038_median.npy,33,55.0,1,1666,3.1620648259303721,4.6456838516604977,0.16336336336336335,0.47057057057057083,1.1475034342281316,256.3387567227299
outputs/tmp_0039_median.npy,20,30.0,0,1613,1.6621202727836331,2.0078666660066555,0.16912220843672457,0.47169665012406936,0.75932539254738129,273.04352069151815
outputs/tmp_0040_median.npy,25,47.0,0,1823,1.9851892484914975,2.6690358029126249,0.14983534577387486,0.43852908891328318,1.1784720904187638,260.45585840199055
outputs/tmp_0041_median.npy,21,38.0,0,1695,1.968731563421829,2.4743334697817545,0.16174734356552539,0.35861865407319915,0.8551683614129223,264.06509362424282
outputs/tmp_0042_median.npy,33,50.0,1,1756,2.6993166287015944,4.0861479972652628,0.15555555555555556,0.43703703703703689,0.91805640703991676,246.18362527821509
outputs/tmp_0043_median.npy,14,45.0,0,1635,1.4917431192660551,1.6672118739030253,0.16768665850673195,0.48286413708690268,0.54048618505752233,289.99743832996927
outputs/tmp_0044_median.npy,38,57.0,1,1779,3.2788083192804947,4.8843690226737939,0.1532620922384702,0.49493813273340848,1.0490887978665784,246.00614792847017
outputs/tmp_0045_median.npy,20,77.0,1,1405,1.8960854092526691,2.9269673214592462,0.19515669515669515,-0.2528490028490023,0.71748507926528526,298.1723209487601
outputs/tmp_0046_median.npy,16,64.0,2,1420,1.5788732394366196,2.6680380243588582,0.19309372797744892,0.62473572938689304,0.64654178080373015,315.51374062967125
outputs/tmp_0047_median.npy,26,56.0,1,1538,2.1475942782834849,3.1291548295383911,0.1782693558880937,0.5517241379310337,0.79701517901645713,271.32662265653141
outputs/tmp_0048_median.npy,14,43.0,0,1536,1.3984375,1.5330890847981025,0.17850162866449512,0.43127035830618932,0.5743524169149038,304.24815974244046
outputs/tmp_0049_median.npy,15,32.0,0,1602,1.5099875156054932,1.5333048767409723,0.17114303560274829,0.36508432229856275,0.61976795688040842,296.9482573131362
outputs/tmp_0050_median.npy,23,42.0,0,1801,2.0260966129927818,2.6082104015429839,0.15194444444444444,0.30444444444444563,0.90914131728470216,255.28954782414135
outputs/tmp_0051_median.npy,15,34.0,0,1501,1.4843437708194538,1.6219846370935596,0.18266666666666667,0.53300000000000014,0.59004436391721193,300.232183097237
outputs/tmp_0052_median.npy,20,23.0,0,1563,1.7530390275111964,1.9495677727937895,0.17541613316261204,0.46734955185659471,0.69883085622030938,295.15187399343171
outputs/tmp_0053_median.npy,14,77.0,1,1270,1.5,2.4851527623002378,0.21473601260835304,0.66903073286052006,0.65309346251722633,299.55392777599599
outputs/tmp_0054_median.npy,14,69.0,1,1268,1.4936908517350158,2.4679250800940689,0.21586424625098657,0.69297553275453838,0.62072975143874343,321.89203791367424
outputs/tmp_0055_median.npy,18,39.0,0,1457,1.6032944406314344,1.9026954450316658,0.18818681318681318,0.26098901098901123,0.67901703779813039,301.76070772078879
outputs/tmp_0056_median.npy,17,24.0,0,1458,1.5637860082304527,1.6132527063047395,0.1880576527110501,0.35621139327385098,0.64617559065808849,306.6878228013378
outputs/tmp_0057_median.npy,16,39.0,0,1600,1.5874999999999999,1.9732191338014133,0.17135709818636649,0.40712945590994348,0.62902865987887702,297.9192292510071
outputs/tmp_0058_median.npy,18,62.0,2,1473,1.6286490156143925,2.7616163359882062,0.18614130434782608,0.17730978260869681,0.70492693802432038,296.82782682782749
outputs/tmp_0059_median.npy,21,74.0,2,1422,1.8312236286919832,3.288676997369639,0.1928219563687544,0.60239268121041445,0.76210072168137122,307.13590823278645
outputs/tmp_0060_median.npy,38,57.0,2,1700,2.9729411764705884,4.6938479946137779,0.1612713360800471,0.51736315479693906,0.88147293924756565,236.0947619956477
outputs/tmp_0061_median.npy,22,83.0,1,1525,1.8432786885245902,3.155379856227583,0.17979002624671916,0.44619422572178397,0.79567313396000294,294.49634486415283
outputs/tmp_0062_median.npy,22,80.0,2,1579,1.9113362887903738,3.304629247755928,0.17300380228136883,0.31178707224334584,0.78438460703135626,278.46550017447936
outputs/tmp_0063_median.npy,21,154.0,2,1319,1.7968157695223654,5.4012288093237348,0.20789074355083459,0.57283763277693411,0.80963521343653544,303.20393816425462
outputs/tmp_0064_median.npy,20,73.0,1,1541,1.7650876054510058,2.8209563541858382,0.17711038961038961,0.51574675324675301,0.64829252721501573,284.4963515159962
outputs/tmp_0065_median.npy,18,40.0,0,1446,1.5961272475795298,2.4079367258396993,0.18961937716262975,0.62422145328719603,0.65301561107076822,309.92058012654638
outputs/tmp_0066_median.npy,15,43.0,0,1569,1.5481198215423837,1.78739602397163,0.17474489795918369,0.56951530612244916,0.64407071070488009,289.90900985159084
outputs/tmp_0067_median.npy,19,43.0,0,1484,1.7466307277628033,2.1948133472203661,0.18476062036412677,0.45178691840863056,0.64748640220071751,290.59477367127158
outputs/tmp_0068_median.npy,32,53.0,2,1767,2.6315789473684212,3.9544061013573315,0.15430351075877691,0.26755379388448514,0.76800661674249693,242.72003452330244
outputs/tmp_0069_median.npy,18,41.0,0,1597,1.4934251721978711,1.7446906604054477,0.17167919799498746,0.50062656641604042,0.62178422911067288,293.71315836319485
outputs/tmp_0070_median.npy,17,63.0,1,1529,1.6808371484630478,2.2971316786985798,0.1793193717277487,0.58115183246073276,0.72454708698900272,289.35440686872937
outputs/tmp_0071_median.npy,26,33.0,0,1700,2.217058823529412,2.9624021745196272,0.16097704532077692,0.44379046497939978,0.7643040004329289,250.99294887449912
outputs/tmp_0072_median.npy,16,63.0,1,1474,1.6329715061058345,2.5619114917821446,0.18601493550577053,0.43991853360488742,0.73007798000793556,304.01892881668783
outputs/tmp_0073_median.npy,15,27.0,0,1506,1.4415670650730412,1.5749023245343365,0.18205980066445182,0.59601328903654383,0.64188017334437475,297.82949980120924
outputs/tmp_0074_median.npy,19,34.0,0,1622,1.81442663378545,2.1487734029772496,0.16903146206045652,0.40592227020357791,0.74271097739307168,292.37032408826758
outputs/tmp_0075_median.npy,23,56.0,1,1641,2.0195003046922606,2.7267800921754972,0.16707317073170733,0.48048780487804893,0.65321495189386958,265.03155920636328
outputs/tmp_0076_median.npy,29,40.0,0,1582,2.3881163084702908,3.2942213307708563,0.17330803289057559,0.33491461100569281,0.77129698739014718,258.83200676085295
outputs/tmp_0077_median.npy,14,99.0,1,1434,1.4323570432357042,2.8881929887082718,0.19120725750174458,0.4954640614096289,0.63747679872544594,301.1886388772827
outputs/tmp_0078_median.npy,16,132.0,2,1348,1.5719584569732938,4.0317747627002403,0.20341499628804752,0.49888641425389707,0.66415144513967017,302.69424693156276
