,X,img_130,img_131,img_132,img_133,img_134,img_135,img_136,img_137,img_138,img_139,img_140,img_141,img_142,img_143,img_144,img_145,img_146,img_147,img_148,img_149,img_150,img_151,img_152,img_153,img_154,img_155,img_156,img_157,img_158,img_159
0,0.123925501433,4.0350292822,4.0531937276,4.58224522828,4.02222210451,4.0221395704,4.6074657464,3.99515237689,4.00813156224,4.02189187392,4.03893791904,4.03128724888,4.02714566577,4.51539691726,4.04064189154,4.02193316648,4.03850094308,4.02391060635,4.03181227133,4.00616642549,4.5690343014,4.02600181736,4.0179093959,4.59452513914,3.92880537089,4.01422642939,4.01203535915,3.995722922,4.59432624081,4.54611062175,4.49775871829
1,0.371776504298,0.0,4.48164324628,5.30003214436,4.44765408449,4.44783995844,4.88087073253,4.41402019565,4.42021987773,4.4404052601,4.46938013585,4.4626974081,4.44896898089,4.78972874187,4.47039578882,4.44128656534,4.473180301,4.45420437504,4.45252242409,4.42569721336,4.8498921504,4.43833662326,0.0,5.30850038509,4.30809465204,4.43950637689,4.44183647432,4.41604106696,4.86562505229,5.26566905513,4.7739691904
2,0.619627507163,4.46005548689,0.0,5.29122228464,0.0,0.0,5.12172722703,4.83097980658,4.83916997243,4.85298596903,4.88260421771,0.0,4.86216717134,5.03065638297,0.0,0.0,0.0,4.86723171452,4.86613368393,4.84011237034,5.0872488678,4.85288238351,4.45003344759,5.30388260723,4.71652918963,4.86010432323,4.85582795825,4.83242587788,5.51980568805,5.62501595923,5.43064578085
3,0.867478510029,0.0,4.88980015453,5.74984757962,4.86031404484,4.86024215169,5.31127481376,5.06908321834,5.080990651,0.0,0.0,4.87758440893,5.10093544974,5.22648390603,4.88332067838,4.85423922213,4.88668244924,0.0,5.10679923148,0.0,5.28215063508,5.09395022202,0.0,5.7590374716,4.96098420672,5.10251259878,5.10038777868,0.0,5.41227570194,5.79212332469,5.33082352151
4,1.11532951289,0.0,0.0,5.52859792938,0.0,0.0,5.41907305262,5.26339222722,5.2707975814,5.0972538381,5.11987257182,0.0,5.29131555952,5.33384813168,0.0,5.09438726642,5.12468677273,5.11194098871,0.0,5.07890248431,5.39020006875,5.28580026593,4.86589718517,5.53976214358,5.15797326225,5.29351944702,5.2880076352,5.07776385945,5.82176499267,5.85216269639,5.74641544
5,1.36318051576,4.87077833745,5.12850912099,5.86774671366,5.10252974755,5.10364980982,5.50858088864,0.0,5.3815861385,5.28890174228,5.30867324031,5.11842677072,5.39851463425,5.43232779226,5.12797575442,0.0,0.0,5.30093009644,5.29757450134,5.27060198367,5.481128619,5.39550287126,0.0,5.87367219729,5.27202968267,5.40266367096,5.3995837388,5.26739468725,5.57190206732,5.84846870031,5.50765351346
6,1.61103151862,0.0,5.31893314028,5.56793637125,0.0,5.29563306373,5.54675729009,5.37176217814,5.47350740697,5.39529493398,0.0,0.0,5.48656223501,5.47336432843,5.31471179709,5.28729774556,5.31498314504,0.0,5.40384602775,0.0,5.52229683529,0.0,5.11133645844,5.85962157886,5.36834825837,5.49209377328,0.0,0.0,5.5742651447,5.79969266775,5.82003914362
7,1.85888252149,5.10817249312,0.0,5.8349119479,5.29229152252,0.0,5.57862316713,5.46615556475,5.51306570366,0.0,5.41520713591,5.30595294496,5.5298087854,5.51482125876,0.0,0.0,0.0,5.40758293745,5.49500564494,5.38044280369,5.55825844666,5.48607609737,0.0,5.52409480289,5.4167336793,5.53149041292,5.48873398394,5.37770502134,5.86401242417,5.44099404441,5.50765081472
8,2.10673352436,0.0,5.42577868686,5.47995516967,0.0,5.40279940222,5.57729643828,5.50596758189,5.55127185191,5.48590589149,5.50219078857,0.0,5.56390449404,5.51787387111,5.42150027605,5.39451646993,5.42166972408,5.49607127622,0.0,5.47154693078,5.56098324903,5.52636254254,0.0,5.75994042054,5.46092939934,5.56549126764,5.52781929959,5.46842266068,5.52731147337,5.66880882165,5.77607325462
9,2.35458452722,0.0,0.0,5.716203741,5.40024260325,0.0,5.57712283752,5.54462730357,5.55223857523,5.52420132754,0.0,5.41542744932,5.56547355052,5.52705346617,0.0,5.48346890171,5.50835192484,0.0,5.53518141676,0.0,5.56220361669,5.56209292399,5.30193455698,5.38510914199,5.47159385142,0.0,5.56403842818,0.0,5.76483566925,5.55388302664,5.42708018844
10,2.60243553009,5.30084755367,5.51191943933,5.33525926334,0.0,5.49448297464,5.55099961097,5.54605627751,5.55653526848,5.56107871384,5.54155802789,0.0,5.56554323369,5.50506718304,5.50953853355,0.0,0.0,5.53844050963,5.56956350625,5.51295241298,5.53903090973,5.56198220307,0.0,5.59930872538,5.48474529663,5.56660716978,5.56699458735,5.51340806171,5.38645972567,5.42479836166,5.6600131215
11,2.85028653295,0.0,5.5506392092,5.54210307642,5.48935933024,5.53490396613,5.52644008405,0.0,5.53263464495,0.0,5.5753275821,5.5026141814,5.54125964538,5.49120195617,5.54918724613,5.52579477555,5.54944346744,5.57236501704,5.56928142197,5.55194378812,5.51786464512,5.56562353264,5.41164832132,5.4673135437,5.47074703433,5.56810898643,5.56525970692,5.54889037986,5.60128517065,5.28195781644,5.27965553911
12,3.09813753582,5.40644990592,0.0,5.13786660556,0.0,0.0,5.48186381884,5.55151464936,5.51420363388,5.56056892733,0.0,0.0,5.52055558166,5.45345288932,0.0,0.0,5.58052127039,0.0,0.0,5.55246987951,5.47783869534,0.0,0.0,5.05686294371,5.4624728698,5.54570287408,0.0,0.0,5.20373437516,5.13093814305,5.50017607569
13,3.34598853868,0.0,5.58433348631,5.32914149876,5.52973825547,5.57111811577,5.44026503067,5.5277806535,5.47609075517,5.56300024755,5.57548574267,5.54129461293,5.4790711958,5.42656493489,5.5828005827,5.56073733051,0.0,5.57251496274,5.57067834393,0.0,5.44000651172,5.54150311094,5.49937086711,5.23985732053,5.4321608473,5.52179295579,5.5439513896,5.55119984063,5.12762628672,4.97070476593,5.10851766817
